wavelength_m,real_chi_or_n,imag_chi_or_n
9.729583157546759959e-07,1.000466611751784196e+00,6.859614760438305182e-10
9.739260990239306102e-07,1.000466611751784640e+00,6.844410958170989184e-10
9.748938822931852245e-07,1.000466611751785528e+00,7.675706624786275883e-10
9.758616655624398389e-07,1.000466611751784418e+00,6.721807812473578713e-10
9.768294488316944532e-07,1.000466611751780643e+00,5.162475994962443299e-10
9.777972321009490676e-07,1.000466611751787305e+00,5.474534742415502154e-10
9.787650153702036819e-07,1.000466611751799295e+00,6.836066825060711305e-10
9.797327986394582963e-07,1.000466611751769319e+00,5.636569899369011404e-10
9.807005819087131224e-07,1.000466611751730461e+00,5.763334488664782979e-10
9.816683651779677367e-07,1.000466611751862800e+00,5.667906978100023945e-10
9.826361484472223511e-07,1.000466611751981594e+00,7.270257520839195403e-10
9.836039317164769654e-07,1.000466611751422707e+00,8.220406161872980723e-10
9.845717149857315798e-07,1.000466611751092305e+00,1.013102655786296058e-09
9.855394982549861941e-07,1.000466611753387580e+00,1.194414390599152072e-09
9.865072815242408085e-07,1.000466611754169177e+00,1.331415511094815929e-09
9.874750647934954228e-07,1.000466611744958767e+00,1.616501769685147118e-09
9.884428480627500371e-07,1.000466611743647372e+00,1.776511406421773395e-09
9.894106313320046515e-07,1.000466611779744275e+00,2.521918163302522304e-09
9.903784146012592658e-07,1.000466611778693116e+00,3.850514229736477832e-09
9.913461978705138802e-07,1.000466611638738845e+00,7.027416874179375572e-09
9.923139811397684945e-07,1.000466611662477412e+00,5.326081727636569555e-09
9.932817644090231089e-07,1.000466612197403737e+00,3.969386128511143561e-09
9.942495476782777232e-07,1.000466612039563996e+00,4.416483887415759753e-09
9.952173309475323376e-07,1.000466610005105839e+00,4.255204660436627726e-09
9.961851142167869519e-07,1.000466610801334921e+00,3.649809051334673641e-09
9.971528974860415663e-07,1.000466618471593794e+00,2.018895248060006137e-09
9.981206807552961806e-07,1.000466614831695855e+00,3.108292006586808656e-09
9.990884640245507950e-07,1.000466585982433987e+00,1.987527515752686645e-09
1.000056247293805409e-06,1.000466601544533152e+00,1.491537170337218797e-09
1.001024030563060024e-06,1.000466709973001578e+00,1.820492186250518312e-09
1.001991813832314850e-06,1.000466648492433830e+00,1.464362192228690853e-09
1.002959597101569464e-06,1.000466151064948850e+00,9.211705864019455669e-10
1.003927380370824078e-06,1.000465582918718122e+00,1.338011147776942145e-09
1.004895163640078693e-06,1.000465424270866377e+00,7.369456878695903922e-10
1.005862946909333307e-06,1.000465526316979492e+00,1.142921908845583478e-09
1.006830730178587921e-06,1.000465569999521520e+00,6.984543533542683004e-10
1.007798513447842536e-06,1.000465542862280399e+00,5.768069252917023981e-10
1.008766296717097150e-06,1.000465530714166107e+00,9.355372049977553584e-10
1.009734079986351765e-06,1.000465537906005453e+00,6.660288840578195904e-10
1.010701863255606379e-06,1.000465541355564980e+00,6.192901524397921554e-10
1.011669646524860993e-06,1.000465539469441278e+00,6.403352582193045781e-10
1.012637429794115608e-06,1.000465538467658178e+00,6.521361378505590332e-10
1.013605213063370222e-06,1.000465538955215061e+00,5.722732797346019552e-10
1.014572996332624836e-06,1.000465539247237690e+00,5.235495620744367523e-10
1.015540779601879451e-06,1.000465539123046588e+00,4.885000508022806501e-10
1.016508562871134065e-06,1.000465539036661244e+00,5.606994284387850832e-10
1.017476346140388679e-06,1.000465539067465492e+00,4.870212981128872527e-10
1.018444129409643294e-06,1.000465539092956435e+00,4.217036936055885240e-10
1.019411912678897908e-06,1.000465539085561018e+00,4.471314745139709960e-10
1.020379695948152522e-06,1.000465539077990407e+00,3.282545512959224949e-10
1.021347479217407137e-06,1.000465539079663069e+00,4.877165630926757230e-10
1.022315262486661751e-06,1.000465539081890176e+00,3.927018742101055116e-10
1.023283045755916577e-06,1.000465539081542898e+00,3.715307093452161491e-10
1.024250829025171191e-06,1.000465539080890309e+00,3.938157053360148130e-10
1.025218612294425806e-06,1.000465539080948707e+00,4.152610557616982205e-10
1.026186395563680420e-06,1.000465539081138555e+00,3.466342744247744034e-10
1.027154178832935035e-06,1.000465539081135002e+00,3.144288518159312237e-10
1.028121962102189649e-06,1.000465539081080601e+00,3.740606255388624585e-10
1.029089745371444263e-06,1.000465539081077715e+00,4.078363135882401302e-10
1.030057528640698878e-06,1.000465539081093036e+00,3.712900227301784778e-10
1.031025311909953492e-06,1.000465539081095034e+00,3.516912871816647105e-10
1.031993095179208106e-06,1.000465539081090816e+00,4.691139020564909943e-10
1.032960878448462721e-06,1.000465539081089705e+00,4.922548577126207882e-10
1.033928661717717335e-06,1.000465539081091038e+00,4.446566406670690693e-10
1.034896444986971949e-06,1.000465539081091482e+00,4.047060952341092437e-10
1.035864228256226564e-06,1.000465539081091038e+00,5.510786656706708772e-10
1.036832011525481178e-06,1.000465539081091038e+00,4.994514170100779052e-10
1.037799794794735792e-06,1.000465539081091038e+00,5.576386580534171401e-10
1.038767578063990407e-06,1.000465539081091038e+00,4.655369829770931965e-10
1.039735361333245021e-06,1.000465539081091038e+00,6.076118271172697935e-10
1.040703144602499635e-06,1.000465539081091038e+00,6.605036283737838881e-10
1.041670927871754250e-06,1.000465539081091038e+00,6.627058037108800708e-10
1.042638711141008864e-06,1.000465539081091038e+00,7.032276173144173207e-10
1.043606494410263690e-06,1.000465539081091038e+00,8.868863743919027298e-10
1.044574277679518304e-06,1.000465539081091038e+00,1.015487902289246673e-09
1.045542060948772919e-06,1.000465539081091038e+00,1.572198538146747456e-09
1.046509844218027533e-06,1.000465539081091038e+00,1.659703111958215648e-09
1.047477627487282148e-06,1.000465539081091038e+00,1.377667426886804009e-09
1.048445410756536762e-06,1.000465539081091038e+00,1.081950620947501728e-09
1.049413194025791376e-06,1.000465539081090593e+00,1.425720489147356313e-09
1.050380977295045991e-06,1.000465539081090816e+00,1.437039378590266027e-09
1.051348760564300605e-06,1.000465539081091482e+00,1.002071314259112316e-09
1.052316543833555219e-06,1.000465539081091926e+00,9.141127417008188573e-10
1.053284327102809834e-06,1.000465539081089483e+00,1.039796531924517708e-09
1.054252110372064448e-06,1.000465539081087263e+00,6.342673929932568350e-10
1.055219893641319062e-06,1.000465539081094368e+00,8.850265319278998690e-10
1.056187676910573677e-06,1.000465539081105248e+00,5.796689867457930676e-10
1.057155460179828291e-06,1.000465539081088817e+00,6.210218917287812530e-10
1.058123243449082905e-06,1.000465539081041522e+00,5.625812168987935818e-10
1.059091026718337520e-06,1.000465539081069499e+00,6.857813842680966877e-10
1.060058809987592346e-06,1.000465539081243138e+00,6.326965257149958194e-10
1.061026593256846960e-06,1.000465539081245581e+00,6.678453520382405386e-10
1.061994376526101574e-06,1.000465539080679589e+00,4.725142753570309767e-10
1.062962159795356189e-06,1.000465539080355182e+00,5.862850230654047849e-10
1.063929943064610803e-06,1.000465539081951460e+00,6.139511799502735395e-10
1.064897726333865418e-06,1.000465539083978950e+00,6.938063986189818449e-10
1.065865509603120032e-06,1.000465539080252153e+00,7.627827162144971020e-10
1.066833292872374646e-06,1.000465539071111021e+00,6.382016659049445877e-10
1.067801076141629261e-06,1.000465539077206145e+00,6.644044560741159400e-10
1.068768859410883875e-06,1.000465539111414337e+00,6.094719636562956887e-10
1.069736642680138489e-06,1.000465539112879831e+00,6.495145727922499554e-10
1.070704425949393104e-06,1.000465539004781190e+00,5.892516576159974998e-10
1.071672209218647718e-06,1.000465538932097553e+00,5.055952221302760727e-10
1.072639992487902332e-06,1.000465539217750166e+00,5.305863227277649377e-10
1.073607775757156947e-06,1.000465539649368907e+00,5.385265772964490547e-10
1.074575559026411561e-06,1.000465539080760413e+00,5.296435877535173635e-10
1.075543342295666175e-06,1.000465537248670822e+00,5.999364197762984897e-10
1.076511125564920790e-06,1.000465537789460901e+00,4.699560849670869295e-10
1.077478908834175404e-06,1.000465544054216727e+00,4.611771161839017082e-10
1.078446692103430018e-06,1.000465546574724751e+00,4.835577935236333946e-10
1.079414475372684633e-06,1.000465529210762261e+00,4.982712087335860582e-10
1.080382258641939247e-06,1.000465508671120940e+00,4.436052840072047158e-10
1.081350041911194073e-06,1.000465545343780960e+00,3.933470247552669051e-10
1.082317825180448688e-06,1.000465640564510261e+00,4.227773497892885034e-10
1.083285608449703302e-06,1.000465598206109918e+00,4.603034863793202253e-10
1.084253391718957916e-06,1.000465225683043524e+00,4.571172430004638016e-10
1.085221174988212531e-06,1.000464699971724158e+00,4.142355686612747385e-10
1.086188958257467145e-06,1.000464380434350486e+00,4.005010983166510591e-10
1.087156741526721759e-06,1.000464374842289228e+00,4.255874411045143642e-10
1.088124524795976374e-06,1.000464471356011575e+00,4.317875245388281472e-10
1.089092308065230988e-06,1.000464497034109224e+00,4.506582397721863843e-10
1.090060091334485602e-06,1.000464473655295672e+00,4.245217106028488328e-10
1.091027874603740217e-06,1.000464458289751279e+00,4.526545247045355606e-10
1.091995657872994831e-06,1.000464461700699692e+00,4.590466920099216282e-10
1.092963441142249445e-06,1.000464467887500097e+00,3.551409164570138374e-10
1.093931224411504060e-06,1.000464468351260017e+00,4.586946752936494653e-10
1.094899007680758674e-06,1.000464466471096658e+00,3.468280385653698297e-10
1.095866790950013288e-06,1.000464465798474700e+00,4.962029207289530007e-10
1.096834574219267903e-06,1.000464466200662317e+00,4.915344185449461858e-10
1.097802357488522517e-06,1.000464466556940435e+00,3.699651687817865615e-10
1.098770140757777131e-06,1.000464466523764751e+00,3.822188422306881002e-10
1.099737924027031746e-06,1.000464466392977592e+00,4.648320819290920476e-10
1.100705707296286360e-06,1.000464466368217842e+00,4.578420255542076678e-11
1.101673490565541186e-06,1.000464466402781971e+00,-5.833783430516528661e-12
1.102641273834795801e-06,1.000464466422182674e+00,1.690963261824858417e-14
1.103609057104050415e-06,1.000464466416799869e+00,3.174803155460269270e-13
1.104576840373305029e-06,1.000464466408255371e+00,-1.492017618443802694e-13
1.105544623642559644e-06,1.000464466407604336e+00,5.052353066982557247e-14
1.106512406911814258e-06,1.000464466410232678e+00,-1.563464074898565527e-14
1.107480190181068872e-06,1.000464466411272291e+00,4.486882614772783184e-15
1.108447973450323487e-06,1.000464466410756037e+00,-1.224864126005683264e-15
1.109415756719578101e-06,1.000464466410206921e+00,3.252746197115656461e-16
1.110383539988832715e-06,1.000464466410212694e+00,-8.247188467957497308e-17
1.111351323258087330e-06,1.000464466410402764e+00,2.048062933668615015e-17
1.112319106527341944e-06,1.000464466410460274e+00,-4.956795722590005407e-18
1.113286889796596558e-06,1.000464466410417863e+00,1.191613768817500079e-18
1.114254673065851173e-06,1.000464466410382336e+00,-2.730458727088381015e-19
1.115222456335105787e-06,1.000464466410385000e+00,6.071627837716342813e-20
1.116190239604360401e-06,1.000464466410398545e+00,-1.297529503041982875e-20
1.117158022873615016e-06,1.000464466410401654e+00,2.633814462151972072e-21
1.118125806142869630e-06,1.000464466410398545e+00,-5.266931334280032218e-22
1.119093589412124244e-06,1.000464466410396325e+00,8.854513774130638583e-23
1.120061372681378859e-06,1.000464466410396325e+00,-1.114241929163665654e-23
1.121029155950633473e-06,1.000464466410397435e+00,5.224577277783726911e-26
1.121996939219888087e-06,1.000464466410397657e+00,6.542379355746085616e-25
1.122964722489142914e-06,1.000464466410397435e+00,-2.946126976261235737e-25
1.123932505758397528e-06,1.000464466410396991e+00,1.132720755468574949e-25
1.124900289027652142e-06,1.000464466410397213e+00,-3.798412658170113834e-26
1.125868072296906757e-06,1.000464466410397213e+00,1.191649334324774741e-26
1.126835855566161371e-06,1.000464466410397213e+00,-3.453494524650071197e-27
1.127803638835415985e-06,1.000464466410397213e+00,1.008225523080445189e-27
1.128771422104670600e-06,1.000464466410397213e+00,-2.880127309947472626e-28
1.129739205373925214e-06,1.000464466410397213e+00,8.101682598153855635e-29
1.130706988643179828e-06,1.000464466410397213e+00,-2.266558859806690076e-29
1.131674771912434443e-06,1.000464466410397213e+00,6.141010728053646624e-30
1.132642555181689057e-06,1.000464466410397213e+00,-1.682767774643037546e-30
1.133610338450943671e-06,1.000464466410397213e+00,4.586086187772943437e-31
1.134578121720198286e-06,1.000464466410397213e+00,-1.245283521428270975e-31
1.135545904989452900e-06,1.000464466410397213e+00,3.396448422106552389e-32
1.136513688258707514e-06,1.000464466410397213e+00,-9.057051053568801015e-33
1.137481471527962129e-06,1.000464466410397213e+00,2.442256108860738366e-33
1.138449254797216743e-06,1.000464466410397213e+00,-6.580372821879463574e-34
1.139417038066471357e-06,1.000464466410397213e+00,1.785577815450830746e-34
1.140384821335725972e-06,1.000464466410397213e+00,-4.745920119191751499e-35
1.141352604604980586e-06,1.000464466410397213e+00,1.275393711274797309e-35
1.142320387874235200e-06,1.000464466410397213e+00,-3.425561075880382555e-36
1.143288171143489815e-06,1.000464466410397213e+00,9.199898802503347794e-37
1.144255954412744641e-06,1.000464466410397213e+00,-2.488195565673493616e-37
1.145223737681999255e-06,1.000464466410397213e+00,6.582644856936599215e-38
1.146191520951253870e-06,1.000464466410397213e+00,-1.760382720617020403e-38
1.147159304220508484e-06,1.000464466410397213e+00,4.700789131992255628e-39
1.148127087489763098e-06,1.000464466410397213e+00,-1.260747054669454974e-39
1.149094870759017713e-06,1.000464466410396769e+00,3.290666062736531794e-40
1.150062654028272327e-06,1.000464466410396991e+00,-8.678265871178348191e-41
1.151030437297526941e-06,1.000464466410397435e+00,2.274982913360891047e-41
1.151998220566781556e-06,1.000464466410398323e+00,-5.919953690623401022e-42
1.152966003836036170e-06,1.000464466410397657e+00,1.533344757165747144e-42
1.153933787105290784e-06,1.000464466410394992e+00,-3.786854475445613631e-43
1.154901570374545399e-06,1.000464466410393438e+00,9.401671461544537879e-44
1.155869353643800013e-06,1.000464466410398101e+00,-2.272242926233413874e-44
1.156837136913054627e-06,1.000464466410409203e+00,5.279332235599672746e-45
1.157804920182309242e-06,1.000464466410409425e+00,-1.155319352899231641e-45
1.158772703451563856e-06,1.000464466410379671e+00,1.999930183446238722e-46
1.159740486720818470e-06,1.000464466410344366e+00,-2.546920635823749775e-47
1.160708269990073085e-06,1.000464466410374342e+00,-2.119883871435817903e-48
1.161676053259327699e-06,1.000464466410516007e+00,3.388524191459644530e-48
1.162643836528582314e-06,1.000464466410599496e+00,-1.951060948825497196e-48
1.163611619797836928e-06,1.000464466410350584e+00,7.849819989848858492e-49
1.164579403067091542e-06,1.000464466409778819e+00,-2.872434007970794602e-49
1.165547186336346368e-06,1.000464466409739517e+00,9.908301212991076380e-50
1.166514969605600983e-06,1.000464466411197018e+00,-3.282271480540616223e-50
1.167482752874855597e-06,1.000464466413136799e+00,1.078653802740703345e-50
1.168450536144110211e-06,1.000464466411962183e+00,-3.340926417901318452e-51
1.169418319413364826e-06,1.000464466404885400e+00,1.013161401887464705e-51
1.170386102682619440e-06,1.000464466399511254e+00,-3.009846798682125794e-52
1.171353885951874054e-06,1.000464466409685782e+00,8.865396416674614578e-53
1.172321669221128669e-06,1.000464466439364708e+00,-2.498683924344107411e-53
1.173289452490383283e-06,1.000464466448733214e+00,6.910748779715126939e-54
1.174257235759637897e-06,1.000464466386534301e+00,-1.858436011552686493e-54
1.175225019028892512e-06,1.000464466276584696e+00,4.827882010737112840e-55
1.176192802298147126e-06,1.000464466292519949e+00,-1.203148391014667507e-55
1.177160585567401740e-06,1.000464466607920544e+00,2.688007782369257549e-56
1.178128368836656355e-06,1.000464466968457700e+00,-5.352597405267814429e-57
1.179096152105910969e-06,1.000464466681944220e+00,7.512546893339076643e-58
1.180063935375165584e-06,1.000464465260365143e+00,4.020918197484341115e-59
1.181031718644420198e-06,1.000464464249666063e+00,-9.225360308698865462e-59
1.181999501913674812e-06,1.000464466279891607e+00,5.279896087170762123e-59
1.182967285182929427e-06,1.000464472100221380e+00,-2.154758681475879911e-59
1.183935068452184041e-06,1.000464474210096100e+00,7.803488485437012071e-60
1.184902851721438655e-06,1.000464462907967089e+00,-2.616470546894211092e-60
1.185870634990693270e-06,1.000464441044304431e+00,8.384789261774254310e-61
1.186838418259948096e-06,1.000464440722908632e+00,-2.488305612411051147e-61
1.187806201529202710e-06,1.000464496486070942e+00,7.044099821448306630e-62
1.188773984798457324e-06,1.000464573093332810e+00,-1.881771308982998332e-62
1.189741768067711939e-06,1.000464542943267920e+00,4.661057943864054367e-63
1.190709551336966553e-06,1.000464283328190707e+00,-1.028728384244772596e-63
1.191677334606221167e-06,1.000463853254498270e+00,1.628236737971421594e-64
1.192645117875475782e-06,1.000463458859705002e+00,-2.797748919395095938e-66
1.193612901144730396e-06,1.000463285101555799e+00,-1.399448732113707062e-65
1.194580684413985010e-06,1.000463305499659006e+00,8.454086829993668757e-66
1.195548467683239625e-06,1.000463388686530397e+00,-3.621829005145926218e-66
1.196516250952494239e-06,1.000463424659590705e+00,1.351820051109419342e-66
1.197484034221748853e-06,1.000463414130473128e+00,-4.420745124693626623e-67
1.198451817491003468e-06,1.000463392374072003e+00,1.336372183613624441e-67
1.199419600760258082e-06,1.000463385253964166e+00,-3.729289624272201975e-68
1.200387384029512697e-06,1.000463389137949966e+00,9.495771029295261103e-69
1.201355167298767311e-06,1.000463394660892957e+00,-1.993632883667631767e-69
1.202322950568021925e-06,1.000463396013386852e+00,2.865169510560358951e-70
1.203290733837276540e-06,1.000463394766678116e+00,2.580114777321246717e-71
1.204258517106531154e-06,1.000463393388042910e+00,-4.401425308115788707e-71
1.205226300375785768e-06,1.000463393144880087e+00,2.319662010247984258e-71
1.206194083645040383e-06,1.000463393517913246e+00,-9.472469809826143743e-72
1.207161866914295209e-06,1.000463393856548144e+00,3.226138889257073899e-72
1.208129650183549823e-06,1.000463393894788444e+00,-9.860539951154828393e-73
1.209097433452804437e-06,1.000463393787494937e+00,2.701577048223359167e-73
1.210065216722059052e-06,1.000463393704358550e+00,-6.438427144849791157e-74
1.211032999991313666e-06,1.000463393699754455e+00,1.091824039249139138e-74
1.212000783260568280e-06,1.000463393729764672e+00,-1.560941522075676465e-76
1.212968566529822895e-06,1.000463393750066210e+00,-1.044212946490459675e-75
1.213936349799077509e-06,1.000463393750057550e+00,6.251988378661186137e-76
1.214904133068332123e-06,1.000463393741796603e+00,-2.602436169424754583e-76
1.215871916337586738e-06,1.000463393736781059e+00,9.150885163318444129e-77
1.216839699606841352e-06,1.000463393737033302e+00,-2.730815562093946146e-77
1.217807482876095967e-06,1.000463393739277951e+00,7.076211597118195349e-78
1.218775266145350581e-06,1.000463393740519402e+00,-1.455262609384250061e-78
1.219743049414605195e-06,1.000463393740396834e+00,1.413733684748368258e-79
1.220710832683859810e-06,1.000463393739789986e+00,7.111632951390433844e-80
1.221678615953114424e-06,1.000463393739477791e+00,-5.872550919907496465e-80
1.222646399222369038e-06,1.000463393739520646e+00,2.601013628840506293e-80
1.223614182491623653e-06,1.000463393739684070e+00,-9.213377095795548281e-81
1.224581965760878267e-06,1.000463393739764673e+00,2.771624806466798040e-81
1.225549749030132881e-06,1.000463393739751794e+00,-7.009823760789191833e-82
1.226517532299387496e-06,1.000463393739707607e+00,1.218391770371962568e-82
1.227485315568642110e-06,1.000463393739686735e+00,8.494555479392120099e-85
1.228453098837896936e-06,1.000463393739690510e+00,-1.398382370961141778e-83
1.229420882107151550e-06,1.000463393739702278e+00,7.995300238709263115e-84
1.230388665376406165e-06,1.000463393739707829e+00,-3.175584756037564932e-84
1.231356448645660779e-06,1.000463393739706719e+00,1.035081172678510038e-84
1.232324231914915393e-06,1.000463393739703832e+00,-2.697575452668511726e-85
1.233292015184170008e-06,1.000463393739702056e+00,5.138005667190557806e-86
1.234259798453424622e-06,1.000463393739702278e+00,-1.238911724870701931e-87
1.235227581722679237e-06,1.000463393739703166e+00,-5.101063616954000828e-87
1.236195364991933851e-06,1.000463393739703832e+00,3.076544002758279284e-87
1.237163148261188465e-06,1.000463393739703388e+00,-1.249175026552041983e-87
1.238130931530443080e-06,1.000463393739703166e+00,3.909166135264996328e-88
1.239098714799697694e-06,1.000463393739703166e+00,-9.726263123541780018e-89
1.240066498068952308e-06,1.000463393739703388e+00,1.517457869126221292e-89
1.241034281338206923e-06,1.000463393739703610e+00,2.007691721070934077e-90
1.242002064607461537e-06,1.000463393739703388e+00,-3.039024452212820049e-90
1.242969847876716151e-06,1.000463393739703388e+00,1.475043791675444358e-90
1.243937631145970766e-06,1.000463393739703388e+00,-5.227000288656614656e-91
1.244905414415225380e-06,1.000463393739703388e+00,1.453858539045642373e-91
1.245873197684479994e-06,1.000463393739703388e+00,-2.827493347251503101e-92
1.246840980953734609e-06,1.000463393739703388e+00,2.198860145372027879e-94
1.247808764222989223e-06,1.000463393739703388e+00,3.395532311369993406e-93
1.248776547492243837e-06,1.000463393739703388e+00,-1.902194511934926748e-93
1.249744330761498663e-06,1.000463393739703388e+00,7.147592640972894361e-94
1.250712114030753278e-06,1.000463393739703388e+00,-2.053370278457484702e-94
1.251679897300007892e-06,1.000463393739703388e+00,4.080348231883051538e-95
1.252647680569262506e-06,1.000463393739703388e+00,4.519856711155060799e-97
1.253615463838517121e-06,1.000463393739703388e+00,-5.046934675450257548e-96
1.254583247107771735e-06,1.000463393739703388e+00,2.796582381731458879e-96
1.255551030377026350e-06,1.000463393739703388e+00,-1.028222042357149986e-96
1.256518813646280964e-06,1.000463393739703388e+00,2.814135246809911061e-97
1.257486596915535578e-06,1.000463393739703388e+00,-4.739437593415946216e-98
1.258454380184790193e-06,1.000463393739703388e+00,-7.037990920470577018e-99
1.259422163454044807e-06,1.000463393739703388e+00,9.560143545218281811e-99
1.260389946723299421e-06,1.000463393739703388e+00,-4.550350135248282409e-99
1.261357729992554036e-06,1.000463393739703388e+00,1.506410846798544274e-99
1.262325513261808650e-06,1.000463393739703388e+00,-3.507134371706374329e-100
1.263293296531063264e-06,1.000463393739703388e+00,2.694128744174050132e-101
1.264261079800317879e-06,1.000463393739703388e+00,3.007097234680815608e-101
1.265228863069572493e-06,1.000463393739703388e+00,-1.954063176281566861e-101
1.266196646338827107e-06,1.000463393739703388e+00,7.496682635077279900e-102
1.267164429608081722e-06,1.000463393739703388e+00,-2.030821235728653696e-102
1.268132212877336336e-06,1.000463393739703388e+00,2.915434696433942805e-103
1.269099996146590950e-06,1.000463393739703388e+00,9.456514996578644361e-104
1.270067779415845565e-06,1.000463393739703388e+00,-8.719698231968581053e-104
1.271035562685100391e-06,1.000463393739703388e+00,3.723972822741103746e-104
1.272003345954355005e-06,1.000463393739703388e+00,-1.088752963129054707e-104
1.272971129223609620e-06,1.000463393739703388e+00,1.823597229588496368e-105
1.273938912492864234e-06,1.000463393739703388e+00,3.239798141890400629e-106
1.274906695762118848e-06,1.000463393739703388e+00,-4.276767670777528507e-106
1.275874479031373463e-06,1.000463393739703388e+00,1.913271202516487610e-106
1.276842262300628077e-06,1.000463393739703388e+00,-5.690023135856499202e-107
1.277810045569882691e-06,1.000463393739703388e+00,9.411293949187019733e-108
1.278777828839137306e-06,1.000463393739703388e+00,1.920253510249513932e-108
1.279745612108391920e-06,1.000463393739703388e+00,-2.352382501207148960e-108
1.280713395377646534e-06,1.000463393739703388e+00,1.025301704462359176e-108
1.281681178646901149e-06,1.000463393739703388e+00,-2.913045493709603541e-109
1.282648961916155763e-06,1.000463393739703388e+00,3.949803046000472481e-110
1.283616745185410377e-06,1.000463393739703388e+00,1.601608232132892889e-110
1.284584528454664992e-06,1.000463393739703388e+00,-1.390412181130388707e-110
1.285552311723919606e-06,1.000463393739702944e+00,5.670004952844961115e-111
1.286520094993174220e-06,1.000463393739703166e+00,-1.413227181086905388e-111
1.287487878262428835e-06,1.000463393739703388e+00,8.761286732232097450e-113
1.288455661531683449e-06,1.000463393739703832e+00,1.431548015414778551e-112
1.289423444800938063e-06,1.000463393739704498e+00,-8.807846085636316012e-113
1.290391228070192678e-06,1.000463393739703610e+00,3.039460779532894181e-113
1.291359011339447504e-06,1.000463393739701390e+00,-6.025228793905646819e-114
1.292326794608702118e-06,1.000463393739699614e+00,-7.494530893967837087e-115
1.293294577877956733e-06,1.000463393739700946e+00,1.203797755035100601e-114
1.294262361147211347e-06,1.000463393739707607e+00,-5.469497882965749826e-115
1.295230144416465961e-06,1.000463393739715823e+00,1.497189896831086108e-115
1.296197927685720576e-06,1.000463393739716045e+00,-1.311860440459115576e-116
1.297165710954975190e-06,1.000463393739698281e+00,-1.428122793925306739e-116
1.298133494224229804e-06,1.000463393739665641e+00,9.071248794804291091e-117
1.299101277493484419e-06,1.000463393739649653e+00,-3.074043212425612123e-117
1.300069060762739033e-06,1.000463393739688289e+00,5.346995883688524186e-118
1.301036844031993647e-06,1.000463393739801754e+00,1.265083948911744537e-118
1.302004627301248262e-06,1.000463393739899454e+00,-1.415580947864420550e-118
1.302972410570502876e-06,1.000463393739844387e+00,5.890175896386971559e-119
1.303940193839757490e-06,1.000463393739509987e+00,-1.327299483269547327e-119
1.304907977109012105e-06,1.000463393739063234e+00,-6.060093527332804293e-121
1.305875760378266719e-06,1.000463393738995732e+00,2.222120370666014359e-120
1.306843543647521333e-06,1.000463393739815521e+00,-1.073300696695950144e-120
1.307811326916775948e-06,1.000463393741528817e+00,2.884400161588352662e-121
1.308779110186030562e-06,1.000463393742567542e+00,-1.350469484679212400e-122
1.309746893455285176e-06,1.000463393741056306e+00,-3.595722160540508025e-122
1.310714676724539791e-06,1.000463393735572915e+00,1.983569629537339085e-122
1.311682459993794405e-06,1.000463393729810635e+00,-5.812230571415553824e-123
1.312650243263049231e-06,1.000463393730690598e+00,4.798884342118054895e-124
1.313618026532303846e-06,1.000463393745087082e+00,5.955944589827681729e-124
1.314585809801558460e-06,1.000463393769339238e+00,-3.755673706279611785e-124
1.315553593070813074e-06,1.000463393779917221e+00,1.141512083343380090e-124
1.316521376340067689e-06,1.000463393751090058e+00,-1.062585742831807858e-125
1.317489159609322303e-06,1.000463393668261869e+00,-1.123745823267578243e-125
1.318456942878576917e-06,1.000463393594157147e+00,7.169014455392200735e-126
1.319424726147831532e-06,1.000463393624292596e+00,-2.221510746380465460e-126
1.320392509417086146e-06,1.000463393850487881e+00,2.023311178357697908e-127
1.321360292686340760e-06,1.000463394186754895e+00,2.356410267418835236e-127
1.322328075955595375e-06,1.000463394297467445e+00,-1.433423018822963849e-127
1.323295859224849989e-06,1.000463393828298964e+00,4.223350737094806555e-128
1.324263642494104603e-06,1.000463392629509674e+00,-2.380671985136478128e-129
1.325231425763359218e-06,1.000463391644603739e+00,-5.180383459087170577e-129
1.326199209032613832e-06,1.000463392180753974e+00,2.941541830278527601e-129
1.327166992301868446e-06,1.000463395474510575e+00,-7.763542240668288599e-130
1.328134775571123061e-06,1.000463400164577576e+00,-1.001369812086106333e-131
1.329102558840377675e-06,1.000463401603160163e+00,1.240077999628645615e-130
1.330070342109632289e-06,1.000463394931474070e+00,-5.959707402159862062e-131
1.331038125378886904e-06,1.000463378134149650e+00,1.350875677789608497e-131
1.332005908648141518e-06,1.000463364206063410e+00,1.762429582006179980e-132
1.332973691917396133e-06,1.000463371077059849e+00,-3.009410280159543083e-132
1.333941475186650959e-06,1.000463415917512311e+00,1.199496961552245282e-132
1.334909258455905573e-06,1.000463482048504549e+00,-1.943705727725471730e-133
1.335877041725160187e-06,1.000463506216293874e+00,-8.420959139320145892e-134
1.336844824994414802e-06,1.000463421778059692e+00,7.009687257986522399e-134
1.337812608263669416e-06,1.000463178954109855e+00,-2.284412439374254722e-134
1.338780391532924030e-06,1.000462837743168354e+00,1.586382363151071492e-135
1.339748174802178645e-06,1.000462502082704486e+00,2.909161722940840092e-135
1.340715958071433259e-06,1.000462275446256655e+00,-1.585543131345388630e-135
1.341683741340687873e-06,1.000462205176118502e+00,3.790764978403114934e-136
1.342651524609942488e-06,1.000462236463175225e+00,4.769194429139579060e-137
1.343619307879197102e-06,1.000462303666161068e+00,-8.282589742374266714e-137
